Modulo,Tipo,Nome API,Tipo Ritorno,Parametri,Descrizione e Dettagli
Mobile,Metodo,Equals,Boolean,obj [Object/UOEntity],Compara i riferimenti di base a livello C# per identificare duplicati.2
Mobile,Metodo,GetItemOnLayer,Item,layer,Restituisce il puntatore all'oggetto equipaggiato in uno slot definito.
Mobile,Metodo,UpdateKarma,Boolean,N/A,Forza il ricalcolo e aggiornamento dei titoli etici bloccando l'esecuzione asincrona per attendere il responso.2
Mobiles.TrackingInfo,Proprietà,lastUpdate,DateTime,N/A,Marca temporale nativa dell'ultima ricezione del radar spaziale.
Mobiles.TrackingInfo,Proprietà,serial,UInt32,N/A,Identificativo del bersaglio rilevato fuori dallo schermo.
Mobiles.TrackingInfo,Proprietà,x,UInt16,N/A,Coordinata X cruda stimata dalla skill.
Mobiles.TrackingInfo,Proprietà,y,UInt16,N/A,Coordinata Y cruda.2
Player,Proprietà,AR,Int32,N/A,Misurazione della classificazione armatura fisica cumulativa.2
Player,Proprietà,Backpack,Item,N/A,Nodo radicale per le operazioni di loot e inventario personale.
Player,Proprietà,Bank,Item,N/A,Riferimento sicuro all'istanza della cassa forte gestita dal server.
Player,Proprietà,Body,Int32,N/A,"Forma attuale, riflettendo incantesimi di polimorfismo o forme necromantiche."
Player,Proprietà,Buffs,List,N/A,"Vettore testuale in tempo reale di tutte le aure, malus e alterazioni logiche.2"
Player,Proprietà,BuffsInfo,List,N/A,Dettaglio tecnico strutturato per ciascun buff inclusa la durata rimanente scalata in C#.
Player,Proprietà,ColdResistance,Int32,N/A,Ammontare mitigativo grezzo contro il danno da freddo.
Player,Proprietà,Connected,Boolean,N/A,Stato di integrità del flusso socket tra client e game server.2
Player,Proprietà,Corpses,HashSet[Item],N/A,Lista delle posizioni dei precedenti decessi del giocatore per rapido recupero.
Player,Proprietà,DamageChanceIncrease,Int32,N/A,Incremento percentuale DCI calcolato sull'equipaggiamento indossato.
Player,Proprietà,DefenseChanceIncrease,Int32,N/A,Modificatore difensivo HCI totale.
Player,Proprietà,Dex,Int32,N/A,Valore destrezza nominale.
Player,Proprietà,DexterityIncrease,Int32,N/A,Somma totale dei bonus destrezza conferiti da anelli e artefatti.
Player,Proprietà,Direction,String,N/A,"Testo codificante la direzione frontale dell'avatar (North, South, ecc.)."
Player,Proprietà,EnergyResistance,Int32,N/A,Tolleranza assoluta al danno energetico o magnetico.
Player,Proprietà,EnhancePotions,Int32,N/A,Modificatore percentuale per il fattore di moltiplicazione delle cure chimiche.
Player,Proprietà,Fame,Int32,N/A,Reputazione sociale dedotta da meccaniche di kill NPC.2
Player,Proprietà,FasterCastRecovery,Int32,N/A,"Tempi morti azzerati tra un cast e l'altro, metriche aggregate."
Player,Proprietà,FasterCasting,Int32,N/A,Velocizzazione del ciclo d'animazione magico primario.
Player,Proprietà,Female,Boolean,N/A,Definizione anatomica intrinseca del template iniziale.
Player,Proprietà,FireResistance,Int32,N/A,Mitigazione elementale al danno da fuoco.2
Player,Proprietà,Followers,Int32,N/A,Slots biologici correntemente occupati dai pet evocati o addomesticati.
Player,Proprietà,FollowersMax,Int32,N/A,Limite assoluto (generalmente 5) di bestie gestibili simultaneamente.
Player,Proprietà,Gold,Int32,N/A,Computo ricorsivo di tutte le monete contenute nel nodo Backpack.
Player,Proprietà,HasPrimarySpecial,Boolean,N/A,Riflette se la mossa primaria dell'arma (es. Armor Ignore) è armata e pronta all'uso.
Player,Proprietà,HasSecondarySpecial,Boolean,N/A,Rileva il caricamento asincrono della mossa secondaria (es. Whirlwind).2
Player,Proprietà,HasSpecial,Boolean,N/A,Controllo booleano aggregato sulle abilità di combattimento.
Player,Proprietà,HitChanceIncrease,Int32,N/A,Probabilità percentuale aggiunta al colpo base.
Player,Proprietà,HitPointsIncrease,Int32,N/A,Espansione vitale fittizia conferita da incantamenti o buff (es. Bless).
Player,Proprietà,HitPointsRegeneration,Int32,N/A,Rateo di guarigione passiva applicato ogni tick dal motore di UO.
Player,Proprietà,Hits,Int32,N/A,L'effettiva e inviolabile quantità di punti ferita restanti.2
Player,Proprietà,HitsMax,Int32,N/A,Il soffitto massimo vitale del personaggio calibrato da STR e buff.
Player,Proprietà,InParty,Boolean,N/A,Indice di partecipazione alla struttura comunicativa e distributiva del gruppo.
Player,Proprietà,Int,Int32,N/A,Valore d'intelligenza base che determina la pool del mana.
Player,Proprietà,IntelligenceIncrease,Int32,N/A,Somma logica dei bonus stat derivanti dagli slot inventario.
Player,Proprietà,IsGhost,Boolean,N/A,"Segnala l'ingresso nella modalità eterea, precludendo le interazioni fisiche.2"
Player,Proprietà,Karma,Int32,N/A,Allineamento morale quantificato per interazioni dinamiche di script.
Player,Proprietà,KarmaTitle,String,N/A,L'etichetta visiva legata all'ammontare etico.2
Player,Proprietà,LowerManaCost,Int32,N/A,Modificatore percentuale scalato al consumo di energia magica.
Player,Proprietà,LowerReagentCost,Int32,N/A,Parametro vitale per macro che elide l'uso logistico dei reagenti.
Player,Proprietà,Luck,Int32,N/A,Variabile randomica influenzante l'algoritmo di drop per i cadaveri generati.
Player,Proprietà,Mana,Int32,N/A,Valore crudo di energia a disposizione per l'esecuzione di skill attive.
Player,Proprietà,ManaIncrease,Int32,N/A,Espansione additiva al massimo teorico determinata dagli equip.
Player,Proprietà,ManaMax,Int32,N/A,Somma tra il valore derivato da INT e i cap d'equipaggiamento.2
Player,Proprietà,ManaRegeneration,Int32,N/A,"MR totale, essenziale per calcolare i timeout tra loop magici massivi."
Player,Proprietà,Map,Int32,N/A,Indice della dimensione/mappa geografica per differenziare logiche coordinate.
Player,Proprietà,MaxWeight,Int32,N/A,Limite gravimetrico prima dell'applicazione del debuff di stanchezza o blocco.
Player,Proprietà,MaximumHitPointsIncrease,Int32,N/A,Modificatore percentuale del tetto massimo della vita.
Player,Proprietà,MaximumStaminaIncrease,Int32,N/A,Modificatore equivalente al tetto della stamina.2
Player,Proprietà,MobileID,Int32,N/A,Forma renderizzata primordiale ignorando i cambi cosmetici momentanei.
Player,Proprietà,Mount,Item,N/A,Puntatore vitale per determinare l'oggetto logico rappresentato graficamente in sella.
Player,Proprietà,Name,String,N/A,Appellativo del personaggio usato nelle macro di recall e testuali.
Player,Proprietà,Notoriety,Byte,N/A,L'indice criminale che detta le meccaniche di attacco subite o inferte.2
Player,Proprietà,Paralized,Boolean,N/A,Verifica l'impossibilità motoria temporanea legata ad un freeze di rete.
Player,Proprietà,Pets,List[Mobile],N/A,Aggrega le entità soggette a renaming o follow comandato vicine.
Player,Proprietà,PoisonResistance,Int32,N/A,Tasso di assorbimento tossico elementale puro.2
Player,Proprietà,Poisoned,Boolean,N/A,Evidenziazione del malus letale ricorsivo attivo sulle arterie vitale dell'avatar.
Player,Proprietà,Position,Point3D,N/A,Il vettore di spazializzazione nel reticolato geometrico.
Player,Proprietà,PrimarySpecial,UInt32,N/A,Indice dell'abilità primaria.2
Player,Proprietà,Quiver,Item,N/A,Slot dedicato alla riduzione peso e danno aggiunto per munizioni.
Player,Proprietà,ReflectPhysicalDamage,Int32,N/A,Parametro che decurta e riflette danno basico all'attaccante.
Player,Proprietà,SecondarySpecial,UInt32,N/A,Indice dell'abilità secondaria.
Player,Proprietà,Serial,Int32,N/A,L'identità di rete assoluta scambiata per validare azioni in self-target.
Player,Proprietà,SpellDamageIncrease,Int32,N/A,"SDI puro, parametro offensivo magico determinante."
Player,Proprietà,Stam,Int32,N/A,Resistenza fisica che governa la latenza nel tempo d'attacco.2
Player,Proprietà,StamMax,Int32,N/A,Contenitore massimo per la rigenerazione di Stam.
Player,Proprietà,StaminaIncrease,Int32,N/A,Espansione quantitativa derivata dal vestiario magico.
Player,Proprietà,StaminaRegeneration,Int32,N/A,Tasso di compensazione passivo dello stress fisico da corsa e swing.
Player,Proprietà,StatCap,Int32,N/A,Limite fisiologico (spesso 225-255) oltre il quale le statistiche grezze non aumentano.
Player,Proprietà,StaticMount,Int32,N/A,ID salvato nel filtro grafico del programma se presente.
Player,Proprietà,Str,Int32,N/A,Forza fisica cruda determinante la base di Hitpoints e Peso.
Player,Proprietà,StrengthIncrease,Int32,N/A,Sommatoria delle statistiche aggiuntive per la forza.
Player,Proprietà,SwingSpeedIncrease,Int32,N/A,Modulazione accelerata della frequenza dell'animazione d'arma (SSI).2
Player,Proprietà,Visible,Boolean,N/A,Valutazione booleana dello stato nascosto al piano server globale.
Player,Proprietà,WarMode,Boolean,N/A,Flag che abilita le collision tracking aggressive e auto-defend.2
Player,Proprietà,Weight,Int32,N/A,Computo attuale logistico della massa trasportata.
Player,Proprietà,YellowHits,Boolean,N/A,Analisi del segnale di blocco curativo tramite modifica della palette interfaccia.2
Player,Metodo,Area,String,N/A,Estrae il toponimo geografico locale comparando coordinate in regions.json.2
Player,Metodo,Attack,Void,serial [Mobile/Int32],Forza l'avvio della routine melee indirizzando il pacchetto combattimento al seriale.
Player,Metodo,AttackLast,Void,N/A,Replica istantaneamente l'intento offensivo sull'ultimo avversario cacheato.
Player,Metodo,AttackType,Boolean,"graphic, rangemax, selector, color, notoriety",Rilevamento complesso e auto-ingaggio immediato saltando la configurazione filtri.
Player,Metodo,BuffTime,Int32,buffname,Computa ed esprime i millisecondi residui prima dello scadere del buff indicato.2
Player,Metodo,BuffsExist,Boolean,"buffname, okayToGuess",Iterazione ultra-veloce sulla hashset dei buff attivi per l'uso in statements condizionali.2
Player,Metodo,ChatAlliance,Void,msg,Emette testualmente verso la rete confinata dell'alleanza di gilde.
Player,Metodo,ChatChannel,Void,msg,Scrive nei canali chat globali o custom instanziati dal client.
Player,Metodo,ChatEmote,Void,"color, msg",Produce l'effetto di interpretazione ruolo in terza persona con colore scelto.
Player,Metodo,ChatGuild,Void,msg,Isolamento testuale alla gerarchia di gilda ristretta.2
Player,Metodo,ChatParty,Void,"msg, recepient_serial [Int32]",Sussurra messaggi diretti a un membro remoto eludendo i listener di area.2
Player,Metodo,ChatSay,Void,"color, msg",Propagazione radiale in chiaro manipolando visivamente l'hex del colore carattere.
Player,Metodo,ChatWhisper,Void,"color, msg",Simula la fonetica ristretta confinando il raggio di invio testuale a 1-2 tiles.
Player,Metodo,ChatYell,Void,"color, msg",Estensione del raggio radiale di trasmissione per allerte cittadine o di gruppo.
Player,Metodo,CheckLayer,Boolean,layer,Identifica collisioni d'uso prima di eseguire cambi abito fallimentari.2
Player,Metodo,ClearCorpseList,Void,N/A,Svuota le entry dalla matrice del navigatore salvataggio decessi.
Player,Metodo,DistanceTo,Int32,target [UOEntity/Int32],Astrazione per il misuramento pitagorico senza l'accesso diretto ai vettori spaziali.
Player,Metodo,EmoteAction,Void,action,"Forza lo scatenarsi di animazioni fisiche dell'avatar (bow, salute).2"
Player,Metodo,EquipItem,Void,serial [Item/Int32],Invia il pacchetto d'ancoraggio forzando lo spot anatomico pertinente.2
Player,Metodo,EquipLastWeapon,Void,N/A,Esegue il macro toggle logico per l'arma più recentemente detenuta nel nodo RightHand.
Player,Metodo,EquipUO3D,Void,serials [List/PythonList],Aggrega istruzioni UO3D incapsulandole in cluster massivi minimizzando le conferme di rete.2
Player,Metodo,Fly,Void,status,Genera il segnale di levitazione permettendo cammino sopra ostacoli di terra predefiniti.
Player,Metodo,GetBuffInfo,BuffInfo,"buffName, okayToGuess",Richiede la disamina totale strutturata della durata e intensità di un'alterazione.
Player,Metodo,GetItemOnLayer,Item,layer,Estrae e reifica l'entità protetta per successiva manipolazione d'inventario.
Player,Metodo,GetPropStringByIndex,String,index [Int32],Permette di leggere valori base (spesso intrisi in righe stringhe dal client) estraendoli posizionalmente.
Player,Metodo,GetPropStringList,List,N/A,Rende accessibile la mole di dati tooltip associati passivamente.2
Player,Metodo,GetPropValue,Int32,name,Automatizza la decodifica delle diciture di abilità trasformandole in int32 sicuri.2
Player,Metodo,GetRealSkillValue,Double,skillname,Isolamento chirurgico della competenza vera scartando artifici magici.
Player,Metodo,GetSkillCap,Double,skillname,Restituisce il soffitto teorico d'apprendimento per valutare se allenare la competenza ha utilità.
Player,Metodo,GetSkillStatus,Int32,skillname,Rileva le barriere di crescita per prevenire perdite d'esperienza accidentali.2
Player,Metodo,GetSkillValue,Double,skillname,Richiama la competenza adulterata da potenziamenti correnti per test d'efficacia.
Player,Metodo,GetStatStatus,Int32,statname,"Accede alle preferenze macro del player per l'incremento di STR, DEX, INT.2"
Player,Metodo,GuildButton,Void,N/A,Forza il pacchetto UI bypassando il caricamento dell'interfaccia cartacea Paperdoll.2
Player,Metodo,HeadMessage,Void,"color [Int32], msg","Emette un prompt invisibile agli altri giocatori sopra l'avatar, ideale per debug.2"
Player,Metodo,InRange,Boolean,"entity [UOEntity], range [Int32]",Processo interno ad alta efficienza per la validazione geometrica delle condizioni di attacco.
Player,Metodo,InRangeItem,Boolean,"item [Item/Int32], range [Int32]",Estensione spaziale per la verifica preventiva del drop distance.
Player,Metodo,InRangeMobile,Boolean,"mobile [Mobile/Int32], range [Int32]",Analogo check per determinare la fattibilità di cure/ingaggio melee.2
Player,Metodo,InvokeVirtue,Void,virtue,Attivazione delle abilità legate ai punti etici e onorifici di ultima espansione.
Player,Metodo,KickMember,Void,serial [Int32],Espulsione comandata di nodi dal gruppo logico se in possesso dei diritti di leader.
Player,Metodo,LeaveParty,Void,force,Genera il comando asincrono per l'abbandono volontario senza passare da Gump.2
Player,Metodo,MapSay,Void,msg,Interagisce testualmente in particolari broadcast di mappa.
Player,Metodo,OpenPaperDoll,Void,N/A,"Segnala l'intenzione visiva di mostrare il modello 2D avatar, provocando latenza d'aggiornamento."
Player,Metodo,PartyAccept,Boolean,"from_serial [Int32], force",Risponde automaticamente ai popup UI intercettando l'invito asincronamente.2
Player,Metodo,PartyCanLoot,Void,CanLoot,Altera programmaticamente il flag di protezione furti tra compagni di gruppo.
Player,Metodo,PartyInvite,Void,N/A,Triggera l'attesa di input umano (mirino) per inserimento dinamico logico.2
Player,Metodo,PathFindTo,Void,"x, y [Int32], z [Int32]",Delega al middleware del client (se supportato) il calcolo euristico del tracciato.
Player,Metodo,QuestButton,Void,N/A,Accede ai log asincroni della storyline aggirando la grafica paperdoll.
Player,Metodo,Run,Boolean,direction,Traduce il comando vettoriale in passaggi forzati calcolando dinamicamente le coordinate offsetate.2
Player,Metodo,SetSkillStatus,Void,"skillname, status [Int32]",Manipola l'UI per prevenire degradi o lockare la crescita di particolari abilità.
Player,Metodo,SetStatStatus,Void,"statname, status [Int32]",Gestisce logicamente la distribuzione totale limitata dei punti base STR/DEX/INT.
Player,Metodo,SetStaticMount,Void,serial [Int32],Forza l'inserimento o la correzione dell'identità nel filtro cavalcature di Razor.
Player,Metodo,SetWarMode,Void,warflag,Imposta reattivamente il framework per permettere l'aggressività del bersaglio.
Player,Metodo,SpellIsEnabled,Boolean,spellname,Controlla validazioni di debuff per l'accertamento di spell continui (es. focus).2
Player,Metodo,SumAttribute,Single,attributename,"Operazione costosa: iterazione completa su nodi figli inventario per calcolo bonus globale (LRC, LMC).2"
Player,Metodo,ToggleAlwaysRun,Void,N/A,Commuta l'impostazione logica di corsa bypassando input fisici di tastiera OSI.
Player,Metodo,TrackingArrow,Void,"x [UInt16], y [UInt16], display, target [UInt32]",Renderizza una freccia client-side sovrapposta alla schermata simulando rilevamenti ranger.2
Player,Metodo,UnEquipItemByLayer,Void,"layer, wait",Disassemblaggio garantito attendendo latenza per evitare item bloccati nel limbo.
Player,Metodo,UnEquipUO3D,Void,_layers [List/PythonList],Modulazione ottimizzata del disarmo per il client asincrono 3D.2
Player,Metodo,UpdateKarma,Boolean,N/A,Forza una query latente di rete per ricalibrare fama nominale.2
Player,Metodo,UseSkill,Void,"skillname, target, wait",Metodo core per azionare l'abilità unendola immediatamente all'auto-target predefinito.2
Player,Metodo,UseSkillOnly,Void,"skillname, wait",Attiva passivamente la meditazione o tracking privando il sistema di un bersaglio forzato.
Player,Metodo,Walk,Boolean,direction,Genera spostamenti base interpolati e fluidi ignorando la frenesia.2
Player,Metodo,WeaponClearSA,Void,N/A,Rimuove lo stato pending sulle macro d'arma evitando attacchi inaspettati.
Player,Metodo,WeaponDisarmSA,Void,N/A,Imposta lo switch per strappare le armi al nemico.2
Player,Metodo,WeaponPrimarySA,Void,N/A,Assicura l'uso del primo modificatore speciale legato all'arma impugnata (es. Paralyzing Blow).
Player,Metodo,WeaponSecondarySA,Void,N/A,Modula la seconda mossa disponibile al rilascio del colpo (es. Crushing Blow).
Player,Metodo,WeaponStunSA,Void,N/A,Attiva stordimento asincrono disarmato nelle interazioni PvP classiche.
Player,Metodo,Zone,String,N/A,"Legge il tracciato geometrico per restituire classificazioni base come ""Towns"" o ""Dungeons"".2"
CUO,Metodo,CloseGump,Void,serial [UInt32],Forza la rimozione dell'overlay grafico intercettando il rendering ClassicUO.2
CUO,Metodo,CloseMobileHealthBar,Void,mobileserial [UInt32/Int32],Elimina le barre HP tirate fuori durante il combattimento riducendo il clutter.2
CUO,Metodo,CloseMyStatusBar,Void,N/A,Ripulisce lo spazio rimuovendo la rappresentazione visiva dei parametri dell'utente.
CUO,Metodo,CloseTMap,Boolean,N/A,Simula un'azione hardcoded di click per decostruire l'interfaccia mappe del tesoro.
CUO,Metodo,FollowMobile,Void,mobileserial [UInt32],Automatizza la routine di follow del client agganciandosi stabilmente al target mobile.
CUO,Metodo,FollowOff,Void,N/A,Svincola la cinematica dalla precedente entità agganciata.
CUO,Metodo,Following,Tuple,N/A,Interroga lo status logico di ancoraggio restituendo booleano e id target.2
CUO,Metodo,FreeView,Void,free,"Sblocca il limite rendering centrato sul personaggio, consentendo ispezioni aeree della mappa."
CUO,Metodo,GetSetting,String,settingName,Legge la gerarchia JSON interna del client ClassicUO dinamicamente.
CUO,Metodo,GoToMarker,Void,"x [Int32], y [Int32]",Sposta radicalmente l'area visualizzata se il modulo radar del client è instanziato.
CUO,Metodo,LoadMarkers,Void,N/A,Ricalcola e istanzia elementi spaziali esterni sulla mappa globale.
CUO,Metodo,MoveGump,Void,"serial [UInt32], x [Int32], y [Int32]",Previene l'offuscamento tattico rilocalizzando forzatamente le finestre grafiche.2
CUO,Metodo,OpenContainerAt,Void,"bag [UInt32/Item], x [Int32], y [Int32]",Disegna asincronamente inventari complessi in zone predefinite del monitor.
CUO,Metodo,OpenMobileHealthBar,Void,"mobileserial [UInt32/Int32], x, y, custom",Costruisce indicatori visivi stabili per monitoraggio boss fight senza drag umano.2
CUO,Metodo,OpenMyStatusBar,Void,"x [Int32], y [Int32]",Pone lo stato minimale in corner per minimizzare i movimenti oculari.
CUO,Metodo,PlayMacro,Void,macroName,Invoca subroutine legacy compilate all'interno di UOSteam/ClassicUO.2
CUO,Metodo,ProfilePropertySet,Void,"propertyName, enable","Riscrive l'hardcode delle impostazioni video, input o audio al volo."
CUO,Metodo,SetGumpOpenLocation,Void,"gumpserial [UInt32], x [Int32], y [Int32]",Precalcola l'orizzonte di spawn delle finestre Gump in ingresso prevenendo overlap logici.
Gumps,Metodo,AddAlphaRegion,Void,"gd, x, y, width, height",Istanzia layer traslucidi per custom Gumps.2
Gumps,Metodo,AddBackground,Void,"gd, x, y, width, height, gumpId",Compila la texture base fondale analizzando i layout array nativi.2
Gumps,Metodo,AddButton,Void,"gd, x, y, normalID, pressedID, buttonID, type, param",Traccia hotspot logici per il ritorno asincrono ai server.2
Gumps,Metodo,AddCheck,Void,"gd, x, y, inactiveID, activeID, initialState, switchID",Modella i parametri booleani necessari per la stesura di UI complesse.
Gumps,Metodo,AddGroup,Void,"gd, group [Int32]",Insiemistica per radio buttons mutamente esclusivi.2
Gumps,Metodo,AddHtml,Void,"gd, x, y, width, height, text, background, scrollbar",Renderizza markup testuale grezzo sfalsato da sfondi dinamici.2
Gumps,Metodo,AddHtmlLocalized,Void,"gd, x, y, width, height, number, args, color, background, scrollbar",Risolve l'hash cliloc lato client per generare testi localizzati corretti.
Gumps,Metodo,AddImage,Void,"gd, x, y, gumpId, hue",Posiziona icone ed elementi bidimensionali scalari.
Gumps,Metodo,AddImageTiled,Void,"gd, x, y, width, height, gumpId",Genera background a pattern infinito per aree grafiche dilatate.2
Gumps,Metodo,AddImageTiledButton,Void,"gd, x, y, normalID, pressedID, buttonID, type, param, itemID, hue, width, height, localizedTooltip",Composizione UX avanzata mista per inventari vendor o bank gumps.
Gumps,Metodo,AddItem,Void,"gd, x, y, itemID, hue",Forza il rendering di asset tridimensionali in un canvas piatto.2
Gumps,Metodo,AddLabel,Void,"gd, x, y, hue, text",Inietta semplici linee di testo senza necessità di contenitori HTML.
Gumps,Metodo,AddLabelCropped,Void,"gd, x, y, width, height, hue, text",Assicura che overflow non rompano le geometrie della UI calcolata.
Gumps,Metodo,AddPage,Void,"gd, page [Int32]",Gestisce l'identificativo numerico per il tab control asincrono.
Gumps,Metodo,AddRadio,Void,"gd, x, y, inactiveID, activeID, initialState, switchID",Impone strutture condizionali obbligatorie nei response.
Gumps,Metodo,AddSpriteImage,Void,"gd, x, y, gumpId, spriteX, spriteY, spriteW, spriteH",Affetta texture di grosse dimensioni renderizzandone frazioni.
Gumps,Metodo,AddTextEntry,Void,"gd, x, y, width, height, hue, entryID, initialText",Campi logici in attesa di keystrokes per configurazioni testuali.
Gumps,Metodo,AddTooltip,Void,"gd, cliloc, text",Arricchisce gli hover con metadati recuperati dal dizionario cliloc locale.
Gumps,Metodo,AllGumpIDs,List[UInt32],N/A,Ritorna l'elenco grezzo dei puntatori memoria per i Gump attuali.2
Gumps,Metodo,CloseGump,Void,gumpid [UInt32],Notifica l'engine UI della chiusura esplicita liberando RAM.
Gumps,Metodo,CreateGump,Gumps.GumpData,"movable, closable, disposable, resizeable",Costruttore di base per simulare l'esistenza logica di una UI.2
Gumps,Metodo,CurrentGump,UInt32,N/A,Accede cronologicamente all'ultimo handle istanziato.2
Gumps,Metodo,GetGumpData,Gumps.GumpData,gumpid [UInt32],Espone l'array di byte formattato che costituisce la struttura logica e dati della UI.
Gumps,Metodo,GetGumpRawLayout,String,gumpid [UInt32],Dump testuale dell'esadecimale impaginato per ispezioni di reverse engineering.2
Gumps,Metodo,GetGumpText,List,gumpid [UInt32],"Traduzione iterativa di tutte le stringhe, interpolando i cliloc al loro significato effettivo.2"
Gumps,Metodo,GetLine,String,"gumpId [UInt32], line_num [Int32]",Isolamento diretto della sequenza dati (bypassando costanti di markup).
Gumps,Metodo,GetLineList,List,"gumpId [UInt32], dataOnly",Genera il resoconto testuale per pattern matching asincrono.2
Gumps,Metodo,GetTextByID,String,"gd, id [Int32]",Risolve singole referenze interfacciandosi con la mappa cliloc della singola UI.
Gumps,Metodo,HasGump,Boolean,gumpId [UInt32],Check rapido anti-blocco logico prima di innescare cicli di attesa.2
Gumps,Metodo,IsValid,Boolean,gumpId [Int32],"Verifica d'integrità strutturale contro i file mul correnti, assicurando che l'asset esista."
Gumps,Metodo,LastGumpGetLine,String,line_num [Int32],Acquisizione semplificata dall'ultima istanza senza richiedere fetch dell'ID.2
Gumps,Metodo,LastGumpGetLineList,List,N/A,Generazione string array dall'ultima finestra generata per rapida validazione.
Gumps,Metodo,LastGumpRawLayout,String,N/A,"Simile a GetGumpRawLayout, velocizza il check dell'ultima finestra."
Gumps,Metodo,LastGumpTextExist,Boolean,text,Valutazione booleana dell'esistenza di substring all'interno dell'ultimo gump.
Gumps,Metodo,LastGumpTextExistByLine,Boolean,"line_num [Int32], text",Accuratezza massima circoscrivendo la ricerca testuale a una specifica label UI.
Gumps,Metodo,LastGumpTile,List[Int32],N/A,Estrapola i referenziali di texture inclusi nella finestra (utili per vendor/BOD).
Gumps,Metodo,ResetGump,Void,N/A,Pulizia cruda dei puntatori e variabili interne della classe.
Gumps,Metodo,SendAction,Void,"gumpid [UInt32], buttonid [Int32]",Simula la transazione completa logica confermando premute asincrone al server.2
